applicant_gender,total_income,income_type,education_type,family_status,job_title,applicant_age,years_of_working,total_bad_debt,total_good_debt,status
Male,270000,,Secondary / Secondary Special,Single / Not Married,Laborers,,1,14,21,1
,,State Servant,Higher Education,Married,,25,,,,1
Male,225000,Working,Secondary / Secondary Special,Married,,45,19,,13,1
,,,Secondary / Secondary Special,,Managers,42,,0,61,1
Male,,State Servant,Secondary / Secondary Special,,Laborers,42,7,0,17,1
Female,,,,,Sales Staff,,9,0,5,1
,157500,Working,Higher Education,Married,,33,5,1,39,1
Female,76500,,Secondary / Secondary Special,,Sales Staff,28,3,,,1
Female,,Working,Secondary / Secondary Special,Married,,,,,60,1
,135000,Working,,Married,Accountants,,,,4,1
Female,,Working,Secondary / Secondary Special,Single / Not Married,Laborers,37,8,0,36,1
Male,180000,,Secondary / Secondary Special,,Drivers,,,0,24,1
,,,,Married,Core Staff,48,,0,48,1
,225000,Working,Higher Education,Married,Core Staff,,9,3,,1
,270000,Commercial Associate,Secondary / Secondary Special,,,,,0,8,1
,,Commercial Associate,Higher Education,Married,Managers,27,7,,10,1
Female,157500,Working,Higher Education,,Laborers,61,30,0,,1
,135000,,,Married,,,5,,,1
,148500,Working,,Married,Laborers,41,,0,13,1
,675000,,Secondary / Secondary Special,Married,,,,0,21,1
,202500,Working,Secondary / Secondary Special,Married,Laborers,56,,,,1
Female,135000,Working,Secondary / Secondary Special,Separated,,,7,0,22,1
Female,,,Secondary / Secondary Special,Married,Sales Staff,44,,,,1
,72000,Working,Secondary / Secondary Special,,Laborers,,,,44,1
Female,103500,State Servant,,,Cooking Staff,,,,15,1
Female,225000,,Secondary / Secondary Special,,Managers,,,0,18,1
Female,157500,State Servant,,Single / Not Married,,,4,0,2,1
Male,180000,,,,,40,1,0,23,1
,,Commercial Associate,,Married,Drivers,,3,,10,1
,,State Servant,,,,52,24,0,,1
,,,Secondary / Secondary Special,Married,,44,6,0,,1
Male,135000,Working,,Single / Not Married,Laborers,,12,0,,1
,,,Secondary / Secondary Special,,Laborers,41,,,39,1
Female,,,Secondary / Secondary Special,,,,,,,1
,,Working,,Married,,30,6,0,36,1
,,Working,,,High Skill Tech Staff,61,2,,,1
,,State Servant,Secondary / Secondary Special,Married,Core Staff,,6,0,,1
,180000,,,,Core Staff,,4,,,1
,225000,Working,Secondary / Secondary Special,Single / Not Married,Laborers,33,1,0,,1
Male,,,Higher Education,,,36,,0,22,1
,180000,,,Married,Laborers,,,0,5,1
,405000,Working,,Married,Managers,45,3,0,,1
,157500,,,,,,,0,22,1
Male,171000,,,Married,,53,,,27,1
Female,,,Higher Education,Married,,32,,0,32,1
,,Working,Secondary / Secondary Special,Married,Private Service Staff,,,0,,1
Female,180000,Working,,Married,Sales Staff,,,,,1
Male,135000,,,Married,Laborers,,,0,,1
Female,,,,Married,Medicine Staff,,,0,,1
,180000,,Higher Education,Married,Laborers,,14,0,12,1
Male,234000,,Secondary / Secondary Special,Married,Laborers,,14,,21,1
,,Commercial Associate,Incomplete Higher,,,40,,0,57,1
,117000,,,Married,Core Staff,,1,,,1
,,,,Married,,47,7,,,1
Female,112500,,,,Medicine Staff,,3,,24,1
,,,Secondary / Secondary Special,,,35,,,,1
Female,112500,Commercial Associate,Secondary / Secondary Special,Married,,,7,0,22,1
,135000,,,,,55,14,0,39,1
Male,,Working,Secondary / Secondary Special,Married,Security Staff,39,1,0,3,1
,,Working,Incomplete Higher,Married,Laborers,34,,0,3,1
,,,Secondary / Secondary Special,Married,,54,,2,,1
Female,247500,,Secondary / Secondary Special,Single / Not Married,Private Service Staff,,,,,1
Female,135000,State Servant,Higher Education,,,30,6,,6,1
,,Commercial Associate,Higher Education,,Private Service Staff,50,8,0,18,1
Female,,,,Civil Marriage,Sales Staff,30,2,0,6,1
Female,202500,Working,Secondary / Secondary Special,Married,Core Staff,40,10,,,1
,,Commercial Associate,Higher Education,Married,Laborers,,,0,10,1
Female,126000,Working,,Married,,63,7,,44,1
Female,,State Servant,,Civil Marriage,,54,21,0,,1
Male,,Working,,,Laborers,,4,0,38,1
,,,Secondary / Secondary Special,Married,,,,,,1
Male,202500,,Higher Education,,,43,20,,,1
Female,135000,,,,Core Staff,,,1,,1
Male,,State Servant,,,Core Staff,24,3,0,9,1
Male,225000,Commercial Associate,Secondary / Secondary Special,Married,Laborers,,,,28,1
Male,,Working,,,Laborers,43,10,1,7,1
Male,,Working,Secondary / Secondary Special,,Drivers,24,1,,,1
Female,135000,Working,Secondary / Secondary Special,Married,Accountants,49,,0,44,1
Female,,,,Married,Sales Staff,37,,1,12,1
Female,135000,Working,Secondary / Secondary Special,Married,Sales Staff,41,5,0,,1
Female,,,,,,45,10,,2,1
Female,,Commercial Associate,Higher Education,,,31,5,0,,1
Female,72000,Working,,Widow,,55,,0,6,1
Male,306000,,,,Accountants,36,8,0,18,1
Female,117000,,Higher Education,Married,Cleaning Staff,,2,0,,1
Male,,Working,Lower Secondary,,Laborers,,2,,23,1
Female,81000,Commercial Associate,,,,25,,0,16,1
Male,,,Secondary / Secondary Special,Married,Drivers,,,,19,1
,,Working,,Married,Cleaning Staff,,1,,37,1
Male,405000,Working,Secondary / Secondary Special,,,,4,0,2,1
,,Commercial Associate,,,Laborers,,5,1,37,1
,,Commercial Associate,Higher Education,,,25,1,0,8,1
,,,,Married,Laborers,30,7,0,53,1
,121500,Commercial Associate,,,Sales Staff,33,5,0,11,1
Male,360000,Working,Higher Education,,,33,9,,36,1
,157500,,Secondary / Secondary Special,,,36,3,2,,1
,,Working,,Married,,,,,21,1
Male,,Working,Secondary / Secondary Special,Married,Laborers,,,0,21,1
,99000,Working,Secondary / Secondary Special,Married,,43,23,,,1
Female,135000,Commercial Associate,Secondary / Secondary Special,,Security Staff,,7,1,29,1
Male,,Commercial Associate,,,It Staff,,,,,1
,337500,,Higher Education,,,,21,,7,1
Female,90000,State Servant,,,,44,11,,,1
,,,Secondary / Secondary Special,,,46,,,3,1
Male,,Commercial Associate,Secondary / Secondary Special,Married,,48,1,0,,1
,,Working,Secondary / Secondary Special,Married,Laborers,,,0,12,1
,,State Servant,,Married,,,,0,,1
Male,,,,Married,,29,10,,,1
,,State Servant,,,Accountants,,,,13,1
Female,297000,,,,Laborers,43,,1,,1
,67500,,Secondary / Secondary Special,,Laborers,,20,,,1
Male,90000,,Secondary / Secondary Special,,,29,,,,1
Male,157500,State Servant,Higher Education,,,33,11,,40,1
,81000,Working,Secondary / Secondary Special,Married,Medicine Staff,47,29,0,,1
,153000,Working,,Single / Not Married,Core Staff,30,2,0,,1
,,Working,Secondary / Secondary Special,Married,,32,,,33,1
Female,,Commercial Associate,,Married,Accountants,51,,,8,1
Female,90000,Working,,,Laborers,53,,0,38,1
,,,Higher Education,,Core Staff,39,6,0,,1
,,Working,Secondary / Secondary Special,,Drivers,35,15,,,1
,180000,,Higher Education,,,33,1,0,,1
,,,,Married,Laborers,54,6,,,1
,180000,Working,,Married,,42,7,,,1
Female,135000,Working,,Civil Marriage,Laborers,,4,0,,1
Female,81000,Commercial Associate,Secondary / Secondary Special,,Cooking Staff,50,2,,16,1
Female,,Commercial Associate,,,,47,2,,6,1
Female,,,Secondary / Secondary Special,Married,Cleaning Staff,49,22,,21,1
,90000,,Secondary / Secondary Special,Married,Core Staff,36,3,,19,1
Female,180000,,Higher Education,,Sales Staff,,37,,6,1
Female,157500,,,Married,,34,6,,35,1
Female,,,,Civil Marriage,Managers,34,,0,61,1
,,State Servant,Higher Education,Separated,Core Staff,,,,15,1
,337500,,Secondary / Secondary Special,Married,Drivers,40,,0,,1
Female,,Commercial Associate,,Married,Sales Staff,31,,3,32,1
,157500,Working,,,Managers,35,16,0,30,1
Male,135000,,,,,26,2,0,,1
Female,157500,Working,Secondary / Secondary Special,,,,,0,17,1
Female,,Working,Higher Education,Widow,Managers,,12,,17,1
Male,90000,,Secondary / Secondary Special,Single / Not Married,Laborers,35,2,,,1
Male,202500,Working,,Married,,33,1,0,3,1
,49500,Working,,,Laborers,54,,,14,1
,225000,Working,,Single / Not Married,,54,6,0,,1
Female,,,Higher Education,,Core Staff,39,,0,22,1
,135000,,,,Sales Staff,,2,0,,1
Female,67500,Working,Secondary / Secondary Special,,,51,,,29,1
Male,,Working,,,Laborers,51,9,,4,1
Female,,Working,,Married,,40,,0,29,1
,,,Secondary / Secondary Special,Married,,36,5,0,6,1
Male,225000,,Secondary / Secondary Special,,Laborers,,12,6,43,1
Female,157500,,,Single / Not Married,,27,,0,9,1
Male,,,,Married,,,7,0,,1
,,State Servant,,Married,Drivers,39,19,0,2,1
Female,,Commercial Associate,Higher Education,,Private Service Staff,39,9,,19,1
,,Working,,Married,Drivers,60,,1,18,1
,,,,,,,,,11,1
,,Working,,,High Skill Tech Staff,52,2,1,40,1
Female,184500,Working,Higher Education,,,37,,0,,1
,72000,Working,Higher Education,,,60,2,0,13,1
Female,135000,Working,Secondary / Secondary Special,Single / Not Married,Sales Staff,,,,,1
Male,,,Secondary / Secondary Special,,Sales Staff,49,3,0,,1
,202500,Commercial Associate,Secondary / Secondary Special,Married,Sales Staff,,,,20,1
Female,,,Secondary / Secondary Special,Married,,33,3,,,1
,,Working,Incomplete Higher,,,35,12,0,,1
,,Working,Incomplete Higher,Married,,,8,0,23,1
,247500,Working,Secondary / Secondary Special,Separated,Laborers,53,,,18,1
Female,,,,Married,,,,0,18,1
,108000,,Secondary / Secondary Special,,Sales Staff,35,4,0,2,1
Female,,,Higher Education,,Core Staff,56,18,0,15,1
,360000,Working,,Married,High Skill Tech Staff,44,8,,,1
,157500,,Secondary / Secondary Special,Married,,51,,,,1
Female,270000,Working,Higher Education,Single / Not Married,,46,2,0,3,1
Male,270000,Working,,Married,,,,,47,1
Male,,Working,Secondary / Secondary Special,,Managers,43,4,0,,1
Male,135000,Working,Secondary / Secondary Special,,Drivers,27,3,,44,1
Female,135000,Working,Secondary / Secondary Special,Married,Sales Staff,32,2,0,38,1
,315000,Working,,Married,,37,8,1,24,1
,315000,Commercial Associate,Secondary / Secondary Special,,,43,,0,,1
Male,180000,Working,Higher Education,Single / Not Married,,26,2,0,14,1
Male,,,Higher Education,Married,,,1,,46,1
,,Working,,,Laborers,48,7,0,,1
Male,119250,Working,Secondary / Secondary Special,Civil Marriage,,,2,0,,1
,,,,Married,,42,,0,,1
,144000,Working,Secondary / Secondary Special,Single / Not Married,High Skill Tech Staff,40,10,,,1
,,,Secondary / Secondary Special,,Laborers,50,,1,,1
Female,135000,State Servant,Secondary / Secondary Special,,,58,,0,5,1
,,Working,Secondary / Secondary Special,,,42,7,,29,1
Female,,Working,,Married,Sales Staff,44,,0,,1
,,Commercial Associate,,Married,,,,,23,1
Male,405000,Working,Secondary / Secondary Special,Married,Managers,,,0,,1
Male,157500,Working,Secondary / Secondary Special,Married,Laborers,51,,5,,1
Female,360000,State Servant,,Married,Accountants,53,29,1,12,1
,247500,,Secondary / Secondary Special,,Laborers,36,,0,,1
Male,225000,,Secondary / Secondary Special,,Waiters/Barmen Staff,33,1,,,1
,,Working,Secondary / Secondary Special,Civil Marriage,,,3,0,36,1
Female,,State Servant,,Married,,,11,,,1
Female,,,,Married,,,,0,,1
,,Working,Secondary / Secondary Special,,Drivers,35,,0,,1
,,,Secondary / Secondary Special,,,36,,0,,1
Male,270000,,Secondary / Secondary Special,Married,,37,,0,,1
Male,112500,,,Married,Accountants,33,2,0,11,1
,,Commercial Associate,,,,38,12,,7,1
Female,171000,State Servant,Lower Secondary,,Medicine Staff,,8,0,,1
,,Commercial Associate,Higher Education,,Security Staff,,4,,,1
Male,254700,,,Married,Laborers,,25,,,1
Female,,Commercial Associate,,Single / Not Married,Sales Staff,29,6,0,,1
Male,225000,Commercial Associate,Higher Education,Married,,61,,,35,1
Female,,Commercial Associate,,Single / Not Married,,,,,19,1
Female,103500,State Servant,,,,49,24,,8,1
Male,126000,Working,Secondary / Secondary Special,,Security Staff,,5,0,,1
Male,,Working,Secondary / Secondary Special,,Managers,58,,,6,1
,,Working,Secondary / Secondary Special,Married,,,5,0,6,1
Female,202500,,Secondary / Secondary Special,,,31,2,,15,1
,135000,Working,Secondary / Secondary Special,,Security Staff,36,,0,24,1
,,,Incomplete Higher,Civil Marriage,Sales Staff,28,1,2,47,1
Male,,,,,,,,0,39,1
,,Working,Secondary / Secondary Special,Married,,,16,,14,1
,283500,Commercial Associate,Secondary / Secondary Special,Married,Cooking Staff,49,14,0,,1
,,Working,,,Laborers,,,0,,1
Male,337500,,Higher Education,,Managers,42,1,,,1
,247500,Commercial Associate,Secondary / Secondary Special,Civil Marriage,,49,,0,5,1
Female,180000,Commercial Associate,,,Laborers,,2,0,2,1
Female,135000,,,,Managers,29,8,0,,1
Male,,,Secondary / Secondary Special,,Drivers,27,,,,1
,,Working,,Married,Core Staff,47,,0,33,1
Male,,,Secondary / Secondary Special,Married,,34,1,0,,1
,76500,,Secondary / Secondary Special,Married,,54,9,,21,1
Male,225000,,,,It Staff,,,0,,1
,202500,,,Married,Core Staff,,,0,,1
,225000,,Secondary / Secondary Special,,,30,,0,,1
,270000,Working,,,Laborers,,,,,1
Female,,Working,Higher Education,Married,,,,,,1
,225000,Commercial Associate,,,High Skill Tech Staff,,,,25,1
,,,Secondary / Secondary Special,,Laborers,,,,10,1
,202500,Working,Secondary / Secondary Special,Married,,41,,0,,1
Female,270000,Commercial Associate,Secondary / Secondary Special,,Cleaning Staff,47,6,0,,1
Female,112500,,,Civil Marriage,,,8,0,28,1
,193500,Working,Higher Education,Married,High Skill Tech Staff,58,,,34,1
Male,144000,Working,Secondary / Secondary Special,Married,,,,0,12,1
Female,,,Higher Education,,,,5,,2,1
Female,157500,,,,Core Staff,,11,1,29,1
Female,85500,State Servant,Secondary / Secondary Special,Married,,42,19,0,45,1
Female,202500,,Incomplete Higher,Single / Not Married,,,20,0,2,1
,135000,,Secondary / Secondary Special,Married,Core Staff,,,1,23,1
Male,,,,Separated,Laborers,,,,,1
Female,157500,,Secondary / Secondary Special,,,,3,,,1
Female,,Working,,Widow,,,,2,,1
,,Working,Higher Education,Separated,Private Service Staff,44,14,,,1
,202500,State Servant,,Civil Marriage,,,7,,17,1
Male,,Working,Higher Education,Married,High Skill Tech Staff,,6,2,,1
Female,,Commercial Associate,Higher Education,Separated,Sales Staff,,,,6,1
Female,126000,Working,Secondary / Secondary Special,Married,Cleaning Staff,,4,,,1
Female,103500,Working,,Married,,,,0,19,1
,40500,Working,,Married,Cleaning Staff,,14,1,,1
Male,247500,,Incomplete Higher,,,,,0,,1
,90000,Commercial Associate,,,,35,,,15,1
,135000,Working,Lower Secondary,Civil Marriage,,42,3,0,,1
,225000,,Higher Education,Married,Drivers,29,,0,,1
,135000,Commercial Associate,,Married,Private Service Staff,,2,0,,1
,,,,,Laborers,26,7,0,8,1
Female,157500,Working,,Married,Accountants,,8,0,13,1
Male,157500,,,,Drivers,27,,0,6,1
Female,,,,,,47,,0,,1
Male,157500,Working,,,,,,2,9,1
,81000,,,Single / Not Married,Core Staff,27,1,0,51,1
Female,391500,Working,,Married,,,20,,4,1
,,Working,Higher Education,Single / Not Married,Cooking Staff,39,,0,,1
Female,90000,,Secondary / Secondary Special,Married,Cooking Staff,,,0,8,1
,,Working,Secondary / Secondary Special,,Laborers,47,3,0,10,1
Male,315000,Commercial Associate,,Single / Not Married,Laborers,,,,3,1
,,Working,Secondary / Secondary Special,,,,,0,,1
,,,,Married,,,16,,,1
,450000,Commercial Associate,Secondary / Secondary Special,Married,,,12,0,,1
Male,,,Higher Education,,High Skill Tech Staff,33,3,0,,1
,112500,Working,,Married,Sales Staff,36,4,,13,1
Male,270000,Working,Secondary / Secondary Special,Single / Not Married,,27,4,,,1
Female,,State Servant,Secondary / Secondary Special,Married,,34,1,,16,1
Female,63000,,,,Core Staff,,6,0,25,1
Male,,Commercial Associate,Higher Education,Single / Not Married,,,12,0,,1
Female,,State Servant,,Married,Accountants,32,,,,1
Female,234000,,,Single / Not Married,Managers,30,,,,1
,,,,Married,Managers,57,9,0,,1
Female,112500,,Secondary / Secondary Special,,High Skill Tech Staff,52,18,,42,1
,,Working,,,Cleaning Staff,38,10,,20,1
,,,,Married,,,5,,51,1
Female,,,Secondary / Secondary Special,Civil Marriage,Core Staff,,2,,,1
,360000,Working,,Married,Cooking Staff,,,,49,1
Male,180000,Working,Secondary / Secondary Special,Married,,55,,0,37,1
,,,,Married,,40,1,,,1
,157500,,Secondary / Secondary Special,Widow,Accountants,60,,0,12,1
,121500,Commercial Associate,Secondary / Secondary Special,,Core Staff,49,9,,,1
Female,72000,,Secondary / Secondary Special,Single / Not Married,Cleaning Staff,52,,0,,1
Female,,Working,Secondary / Secondary Special,Married,Cleaning Staff,49,,0,,1
Female,,,Higher Education,Married,Medicine Staff,55,4,0,,1
Male,,Commercial Associate,Secondary / Secondary Special,Married,Drivers,,3,0,,1
Male,,Commercial Associate,,,,,2,0,32,1
Male,450000,,,,,48,9,0,4,1
Female,360000,Working,Secondary / Secondary Special,Married,High Skill Tech Staff,44,8,,,1
,,Working,Secondary / Secondary Special,,Laborers,44,,0,52,1
,,Commercial Associate,,,Drivers,,,0,,1
Female,171000,,,,,,,,11,1
Female,126000,State Servant,,,Accountants,41,,,,1
Male,189000,Working,Secondary / Secondary Special,,Security Staff,,,0,20,1
,234000,Working,,Single / Not Married,Core Staff,57,22,,,1
,112500,Working,Lower Secondary,,Laborers,27,3,,14,1
Female,225000,,Higher Education,Married,High Skill Tech Staff,39,5,,13,1
Male,,,Incomplete Higher,,,25,5,0,29,1
Female,112500,Commercial Associate,,Separated,Laborers,40,,0,14,1
,135000,Commercial Associate,Secondary / Secondary Special,,High Skill Tech Staff,,,,21,1
Male,180000,Working,Higher Education,,Managers,,4,,,1
,90000,,Secondary / Secondary Special,,Sales Staff,,,,,1
Female,,Working,,,Managers,,,,,1
,135000,,,,Laborers,30,9,0,9,1
,,Working,Secondary / Secondary Special,Married,Laborers,42,,0,,1
,,Working,Higher Education,,High Skill Tech Staff,,40,2,42,1
,202500,State Servant,Secondary / Secondary Special,,,53,18,,,1
Female,247500,Working,Higher Education,Married,,39,,0,,1
Female,,,Secondary / Secondary Special,Married,,32,2,0,,1
Female,67500,Working,,Married,,55,,0,17,1
Male,112500,Working,,,,,,3,55,1
Male,,Working,Secondary / Secondary Special,Married,Managers,,2,,18,1
Female,,,,Single / Not Married,High Skill Tech Staff,50,16,,,1
,,Working,Secondary / Secondary Special,Married,,38,,,,1
Male,,,Secondary / Secondary Special,Married,Medicine Staff,39,,0,30,1
Female,,Commercial Associate,,Civil Marriage,,,5,0,53,1
Male,315000,,Higher Education,Married,High Skill Tech Staff,33,,0,32,1
Female,,Working,,,,27,9,,22,1
,157500,Working,,,Drivers,,,0,10,1
Male,135000,Commercial Associate,Secondary / Secondary Special,Married,Drivers,49,4,,8,1
Female,,Commercial Associate,Secondary / Secondary Special,,,38,5,0,1,1
Female,225000,Working,,Married,Sales Staff,40,9,0,15,1
Female,234000,,Secondary / Secondary Special,Married,,,5,,28,1
,,Working,,,Drivers,,,0,,1
Female,126000,Working,,Civil Marriage,Sales Staff,,,0,,1
,315000,,Higher Education,,,24,4,,11,1
,112500,Commercial Associate,,Single / Not Married,,,7,0,,1
,675000,,,,,47,,,24,1
Female,391500,Commercial Associate,,,,,2,,30,1
Female,,Working,Secondary / Secondary Special,Married,,,1,0,20,1
Female,,,,Married,Laborers,,1,,37,1
,270000,State Servant,Higher Education,,Core Staff,31,2,0,25,1
Female,,Working,,Married,Laborers,,,0,47,1
Male,103500,Commercial Associate,,Single / Not Married,,24,3,,,1
,225000,,Higher Education,Single / Not Married,,,3,0,,1
